step,mean,std,var,n
1,0.18303030303030302,0.1653290677491153,0.02733370064279155,5
2,0.17542087542087534,0.08589092940675479,0.0073772517543561344,5
3,0.20854700854700853,0.16332168197204233,0.026673971802176934,5
4,0.1698245614035087,0.09714705355999921,0.009437550015389356,5
5,0.16996136173767748,0.05718979122725476,0.0032706722206169853,5
6,0.20777777777777776,0.07947357663221186,0.0063160493827160505,5
7,0.1864957264957265,0.12845832547403327,0.016501541383592666,5
8,0.2064016563146998,0.10859262505636648,0.011792358216632591,5
9,0.1482142857142857,0.09271967846962263,0.008596938775510203,5
10,0.15306637806637804,0.049653404975225884,0.0024654606256337866,5
11,0.19824561403508767,0.16369464625164037,0.026795937211449676,5
12,0.30803030303030304,0.3600439979235473,0.12963168044077134,5
13,0.38340874811463044,0.33284281046020375,0.11078433647504712,5
14,0.1095238095238095,0.1393213222697885,0.019410430839002263,5
15,0.13714285714285715,0.11626851399643318,0.013518367346938776,5
16,0.11825396825396824,0.11665316842332143,0.013607961703199797,5
17,0.05555555555555554,0.07027283689263063,0.004938271604938269,5
18,0.12967032967032963,0.15869897317394016,0.02518536408646298,5
19,0.1357142857142857,0.1346028002390721,0.018117913832199545,5
20,0.14333333333333334,0.15620499351813308,0.024399999999999998,5
21,0.15299145299145298,0.18383818679666108,0.033796478924684056,5
22,0.065,0.08306623862918075,0.006900000000000001,5
23,0.0,0.0,0.0,5
24,0.04,0.08,0.0064,5
25,0.0,0.0,0.0,5
26,0.0,0.0,0.0,5
27,0.0,0.0,0.0,5
28,0.0,0.0,0.0,5
29,0.0,0.0,0.0,5
30,0.0,0.0,0.0,5
31,0.0,0.0,0.0,5
32,0.0,0.0,0.0,5
33,0.0,0.0,0.0,5
34,0.0,0.0,0.0,5
35,0.0,0.0,0.0,5
36,0.0,0.0,0.0,5
37,0.0,0.0,0.0,5
38,0.0,0.0,0.0,5
39,0.1,0.20000000000000004,0.040000000000000015,5
40,0.0,0.0,0.0,5
41,0.0,0.0,0.0,5
42,0.0,0.0,0.0,5
43,0.0,0.0,0.0,5
44,0.0,0.0,0.0,5
45,0.0,0.0,0.0,5
46,0.0,0.0,0.0,5
47,0.0,0.0,0.0,5
48,0.0,0.0,0.0,5
49,0.0,0.0,0.0,5
50,0.0,0.0,0.0,5
51,0.0,0.0,0.0,5
52,0.0,0.0,0.0,5
53,0.0,0.0,0.0,5
54,0.0,0.0,0.0,5
55,0.0,0.0,0.0,5
56,0.0,0.0,0.0,5
